NZ;Canterbury;Timaru;-44.3904;171.237
NZ;Otago;Cardrona;-44.8833;169
NZ;Otago;Arrowtown;-44.9384;168.81
NZ;Canterbury;Pleasant Point;-44.2667;171.133
NZ;Canterbury;Otekaieke;-44.8546;170.535
NZ;Otago;Wanaka;-44.7;169.15
NZ;Canterbury;Twizel;-44.2557;170.094
NZ;Canterbury;Twizel;-44.2584;170.101
NZ;Canterbury;Timaru (Timaru Central);-44.3975;171.253
NZ;Canterbury;Timaru (Seaview);-44.3959;171.24
NZ;Canterbury;Timaru;-44.3969;171.255
NZ;Canterbury;Timaru (Washdyke);-44.3555;171.251
NZ;Otago;Wanaka;-44.6962;169.134
NZ;Canterbury;Timaru;-44.3967;171.254
NZ;Canterbury;Fairlie;-44.1;170.833
NZ;Canterbury;Timaru;-44.3996;171.251
NZ;Canterbury;Timaru (Timaru Central);-44.3996;171.251
NZ;Canterbury;Waimate;-44.7284;171.05
NZ;Canterbury;Washdyke;-44.35;171.233
AR;Chubut;Gobernador Costa;-44.0499;-70.598
AR;Chubut;Camarones;-44.7985;-65.7103
CL;Aysén;Puerto Cisnes;-44.7474;-72.697
NZ;Canterbury;Timaru (Waimataitai);-44.3869;171.237
NZ;Canterbury;Temuka;-44.2283;171.28
NZ;Otago;Lake Hawea;-44.6084;169.26
